id,char,level,element,readings_on,readings_kun,meanings,strokes,tags,world,order,example_sentence,example_reading
n3_next_tsugi,次,N3,CHRONO,ジ,つぎ,next,6,basic|time,-12,2,,
n3_number_kazu,数,N3,MAGIC,スウ,かず,number,13,basic,-12,2,,
n3_beauty_utsukushii,美,N3,MAGIC,ビ,うつく(しい),beauty,9,basic,-12,2,,
n3_times_mawaru,回,N3,MAGIC,カイ,まわ(る),-times,6,basic,-12,2,,
n3_surface_omote,表,N3,MAGIC,ヒョウ,おもて,surface,8,basic,-12,3,,
n3_voice_koe,声,N3,LIFE,セイ,こえ,voice,7,basic,-12,3,,
n3_report_mukuiru,報,N3,MAGIC,ホウ,むく(いる),report,12,basic,-12,3,,
n3_need_iru,要,N3,MAGIC,ヨウ,い(る),need,9,basic,-12,3,,
n3_unusual_kawaru,変,N3,MAGIC,ヘン,か(わる),unusual,9,basic,-12,3,,
n3_gods_kami,神,N3,MAGIC,シン|ジン,かみ,gods,9,basic,-11,1,,
n3_scribe_shirusu,記,N3,MAGIC,キ,しる(す),scribe,10,basic,-11,1,,
n3_harmony_yawaragu,和,N3,MAGIC,ワ,やわ(らぐ),harmony,8,basic,-11,1,,
n3_pull_hiku,引,N3,MAGIC,イン,ひ(く),pull,4,basic,-11,1,,
n3_reign_osameru,治,N3,MAGIC,ジ,おさ(める),reign,8,basic,-11,1,,
n3_decide_kimeru,決,N3,MAGIC,ケツ,き(める),decide,7,basic,-11,2,,
n3_plump_futoi,太,N3,MAGIC,タイ,ふと(い),plump,4,basic,-11,2,,
n3_crowded_komu,込,N3,MAGIC,-,こ(む),crowded,5,basic,-11,2,,
n3_accept_ukeru,受,N3,MAGIC,ジュ,う(ける),accept,8,basic,-11,2,,
n3_unravel_toku,解,N3,MAGIC,カイ,と(く),unravel,13,basic,-11,2,,
n3_market_ichi,市,N3,MAGIC,シ,いち,market|city,5,basic,-11,3,,
n3_period_ki,期,N3,CHRONO,キ,-,period,12,basic|time,-11,3,,
n3_esquire_sama,様,N3,MAGIC,ヨウ,さま,esquire,14,basic,-11,3,,
n3_lively_katsu,活,N3,MAGIC,カツ,-,lively,9,basic,-11,3,,
n3_head_atama,頭,N3,LIFE,トウ,あたま,head,16,basic,-11,3,,
n3_association_kumi,組,N3,MAGIC,ソ,くみ,association,11,basic,-10,1,,
n3_finger_yubi,指,N3,LIFE,シ,ゆび,finger,9,basic,-10,1,,
n3_rumor_toku,説,N3,MAGIC,セツ,と(く),rumor,14,basic,-10,1,,
n3_ability_nou,能,N3,MAGIC,ノウ,-,ability,10,basic,-10,1,,
n3_leaf_ha,葉,N3,NATURE,ヨウ,は,leaf,12,basic|nature,-10,1,,
n3_current_nagareru,流,N3,AQUA,リュウ,なが(れる),current,10,basic|nature,-10,2,,
n3_sort_of_thing_zen,然,N3,MAGIC,ゼン,-,sort of thing,12,basic,-10,2,,
n3_first_time_hajime,初,N3,CHRONO,ショ,はじ(め),first time,7,basic|time,-10,2,,
n3_exist_aru,在,N3,MAGIC,ザイ,あ(る),exist,6,basic,-10,2,,
n3_tune_shiraberu,調,N3,MAGIC,チョウ,しら(べる),tune,15,basic,-10,2,,
n3_laugh_warau,笑,N3,LIFE,ショウ,わら(う),laugh,10,basic,-10,3,,
n3_deliberation_gi,議,N3,MAGIC,ギ,-,deliberation,20,basic,-10,3,,
n3_straightaway_naosu,直,N3,MAGIC,チョク,なお(す),straightaway,8,basic,-10,3,,
n3_husband_otto,夫,N3,LIFE,フ,おっと,husband,4,basic,-10,3,,
n3_elect_erabu,選,N3,MAGIC,セン,えら(ぶ),elect,15,basic,-10,3,,
n3_authority_ken,権,N3,MAGIC,ケン,-,authority,15,basic,-9,1,,
n3_profit_kiku,利,N3,MAGIC,リ,き(く),profit,7,basic,-9,1,,
n3_system_sei,制,N3,MAGIC,セイ,-,system,8,basic,-9,1,,
n3_continue_tsuzuku,続,N3,MAGIC,ゾク,つづ(く),continue,13,basic,-9,1,,
n3_stone_ishi,石,N3,METAL,セキ,いし,stone,5,basic|wealth,-9,1,,
n3_advance_susumu,進,N3,MAGIC,シン,すす(む),advance,11,basic,-9,2,,
n3_transmit_tsutaeru,伝,N3,MAGIC,デン,つた(える),transmit,6,basic,-9,2,,
n3_add_kuwaeru,加,N3,MAGIC,カ,くわ(える),add,5,basic,-9,2,,
n3_help_tasukeru,助,N3,MAGIC,ジョ,たす(ける),help,7,basic,-9,2,,
n3_spot_ten,点,N3,MAGIC,テン,-,spot,9,basic,-9,2,,
n3_products_umu,産,N3,LIFE,サン,う(む),products,11,basic,-9,3,,
n3_task_tsutomeru,務,N3,MAGIC,ム,つと(める),task,11,basic,-9,3,,
n3_matter_kudan,件,N3,MAGIC,ケン,くだん,matter,6,basic,-9,3,,
n3_fate_inochi,命,N3,LIFE,メイ,いのち,fate,8,basic,-9,3,,
n3_turn_ban,番,N3,MAGIC,バン,-,turn,12,basic,-9,3,,
n3_fall_ochiru,落,N3,MAGIC,ラク,お(ちる),fall,12,basic,-8,1,,
n3_adhere_tsuku,付,N3,MAGIC,フ,つ(く),adhere,5,basic,-8,1,,
n3_gain_eru,得,N3,MAGIC,トク,え(る),gain,11,basic,-8,1,,
n3_fond_suki,好,N3,MAGIC,コウ,す(き),fond,6,basic,-8,1,,
n3_difference_chigau,違,N3,MAGIC,イ,ちが(う),difference,13,basic,-8,1,,
n3_kill_korosu,殺,N3,LIFE,サツ,ころ(す),kill,10,basic,-8,2,,
n3_placement_oku,置,N3,MAGIC,チ,お(く),placement,13,basic,-8,2,,
n3_return_kaesu,返,N3,MAGIC,ヘン,かえ(す),return,7,basic,-8,2,,
n3_argument_ron,論,N3,MAGIC,ロン,-,argument,15,basic,-8,2,,
n3_occasion_kiwa,際,N3,CHRONO,サイ,きわ,occasion,14,basic|time,-8,2,,
n3_year_end_sei,歳,N3,CHRONO,サイ,せい,year-end,13,basic|time,-8,3,,
n3_anti_soru,反,N3,MAGIC,ハン,そ(る),anti-,4,basic,-8,3,,
n3_shape_katachi,形,N3,MAGIC,ケイ,かたち,shape,7,basic,-8,3,,
n3_ray_hikari,光,N3,LIGHT,コウ,ひかり,ray,6,basic|time,-8,3,,
n3_neck_kubi,首,N3,LIFE,シュ,くび,neck,9,basic,-8,3,,
n3_victory_katsu,勝,N3,MAGIC,ショウ,か(つ),victory,12,basic,-7,1,,
n3_invariably_kanarazu,必,N3,MAGIC,ヒツ,かなら(ず),invariably,5,basic,-7,1,,
n3_person_in_charge_kakaru,係,N3,MAGIC,ケイ,かか(る),person in charge,9,basic,-7,1,,
n3_wherefore_yoshi,由,N3,MAGIC,ユウ,よし,wherefore,5,basic,-7,1,,
n3_love_ai,愛,N3,MAGIC,アイ,-,love,13,basic,-7,1,,
n3_metropolis_miyako,都,N3,MAGIC,ト,みやこ,metropolis,11,basic,-7,2,,
n3_set_free_hanasu,放,N3,MAGIC,ホウ,はな(す),set free,8,basic,-7,2,,
n3_assurance_tashika,確,N3,MAGIC,カク,たし(か),assurance,15,basic,-7,2,,
n3_overdo_sugiru,過,N3,MAGIC,カ,す(ぎる),overdo,12,basic,-7,2,,
n3_promise_yaku,約,N3,MAGIC,ヤク,-,promise,9,basic,-7,2,,
n3_horse_uma,馬,N3,LIFE,バ,うま,horse,10,basic,-7,3,,
n3_status_jou,状,N3,MAGIC,ジョウ,-,status,7,basic,-7,3,,
n3_concept_omou,想,N3,MAGIC,ソウ,おも(う),concept,13,basic,-7,3,,
n3_bureaucrat_kan,官,N3,MAGIC,カン,-,bureaucrat,8,basic,-7,3,,
n3_mingle_majiwaru,交,N3,MAGIC,コウ,まじ(わる),mingle,6,basic,-7,3,,
n3_rice_kome,米,N3,NATURE,ベイ,こめ,rice,6,basic|nature,-6,1,,
n3_distribute_kubaru,配,N3,MAGIC,ハイ,くば(る),distribute,10,basic,-6,1,,
n3_young_wakai,若,N3,CHRONO,ジャク,わか(い),young,8,basic|time,-6,1,,
n3_assets_shi,資,N3,MAGIC,シ,-,assets,13,basic,-6,1,,
n3_usual_tsune,常,N3,MAGIC,ジョウ,つね,usual,11,basic,-6,1,,
n3_fruit_hatasu,果,N3,NATURE,カ,は(たす),fruit,8,basic|nature,-6,2,,
n3_call_yobu,呼,N3,MAGIC,コ,よ(ぶ),call,8,basic,-6,2,,
n3_together_tomo,共,N3,MAGIC,キョウ,とも,together,6,basic,-6,2,,
n3_remainder_nokoru,残,N3,MAGIC,ザン,のこ(る),remainder,10,basic,-6,2,,
n3_judgement_han,判,N3,MAGIC,ハン,-,judgement,7,basic,-6,2,,
n3_duty_yaku,役,N3,MAGIC,ヤク,-,duty,7,basic,-6,3,,
n3_other_hoka,他,N3,MAGIC,タ,ほか,other,5,basic,-6,3,,
n3_art_jutsu,術,N3,MAGIC,ジュツ,-,art,11,basic,-6,3,,
n3_branch_sasaeru,支,N3,MAGIC,シ,ささ(える),branch,4,basic,-6,3,,
n3_both_ryou,両,N3,MAGIC,リョウ,-,both,6,basic,-6,3,,
n3_ride_noru,乗,N3,MAGIC,ジョウ,の(る),ride,9,basic,-5,1,,
n3_finish_sumu,済,N3,MAGIC,サイ,す(む),finish,11,basic,-5,1,,
n3_submit_sonaeru,供,N3,MAGIC,キョウ,そな(える),submit,8,basic,-5,1,,
n3_status_kaku,格,N3,MAGIC,カク,-,status,10,basic,-5,1,,
n3_strike_utsu,打,N3,MAGIC,ダ,う(つ),strike,5,basic,-5,1,,
n3_honorable_on,御,N3,MAGIC,ギョ,おん,honorable,12,basic,-5,2,,
n3_severance_kotowaru,断,N3,MAGIC,ダン,ことわ(る),severance,11,basic,-5,2,,
n3_style_shiki,式,N3,MAGIC,シキ,-,style,6,basic,-5,2,,
n3_expert_shi,師,N3,MAGIC,シ,-,expert,10,basic,-5,2,,
n3_revelation_tsugeru,告,N3,MAGIC,コク,つ(げる),revelation,7,basic,-5,2,,
n3_deep_fukai,深,N3,MAGIC,シン,ふか(い),deep,11,basic,-5,3,,
n3_exist_son,存,N3,MAGIC,ソン,-,exist,6,basic,-5,3,,
n3_contend_arasou,争,N3,MAGIC,ソウ,あらそ(う),contend,6,basic,-5,3,,
n3_memorize_oboeru,覚,N3,MAGIC,カク,おぼ(える),memorize,12,basic,-5,3,,
n3_side_kawa,側,N3,MAGIC,ソク,かわ,side,11,basic,-5,3,,
n3_fly_tobu,飛,N3,MAGIC,ヒ,と(ぶ),fly,9,basic,-4,1,,
n3_nonplussed_mairu,参,N3,MAGIC,サン,まい(る),nonplussed,8,basic,-4,1,,
n3_stab_tsuku,突,N3,MAGIC,トツ,つ(く),stab,8,basic,-4,1,,
n3_contain_you,容,N3,MAGIC,ヨウ,-,contain,10,basic,-4,1,,
n3_bring_up_sodatsu,育,N3,LIFE,イク,そだ(つ),bring up,8,basic,-4,1,,
n3_posture_kamaeru,構,N3,MAGIC,コウ,かま(える),posture,14,basic,-4,2,,
n3_acknowledge_mitomeru,認,N3,MAGIC,ニン,みと(める),acknowledge,14,basic,-4,2,,
n3_rank_kurai,位,N3,MAGIC,イ,くらい,rank,7,basic,-4,2,,
n3_accomplished_tachi,達,N3,MAGIC,タツ,たち,accomplished,12,basic,-4,2,,
n3_guard_mamoru,守,N3,MAGIC,シュ,まも(る),guard,6,basic,-4,2,,
n3_full_michiru,満,N3,MAGIC,マン,み(ちる),full,12,basic,-4,3,,
n3_extinguish_kieru,消,N3,MAGIC,ショウ,き(える),extinguish,10,basic,-4,3,,
n3_responsibility_makaseru,任,N3,MAGIC,ニン,まか(せる),responsibility,6,basic,-4,3,,
n3_reside_iru,居,N3,MAGIC,キョ,い(る),reside,8,basic,-4,3,,
n3_beforehand_arakajime,予,N3,CHRONO,ヨ,あらかじ(め),beforehand,4,basic|time,-4,3,,
n3_path_ji,路,N3,MAGIC,ロ,じ,path,13,basic,-3,1,,
n3_squat_suwaru,座,N3,MAGIC,ザ,すわ(る),squat,10,basic,-3,1,,
n3_guest_kyaku,客,N3,MAGIC,キャク,-,guest,9,basic,-3,1,,
n3_ship_fune,船,N3,MAGIC,セン,ふね,ship,11,basic,-3,1,,
n3_chase_ou,追,N3,MAGIC,ツイ,お(う),chase,9,basic,-3,1,,
n3_stature_se,背,N3,LIFE,ハイ,せ,stature,9,basic,-3,2,,
n3_outlook_kan,観,N3,MAGIC,カン,-,outlook,18,basic,-3,2,,
n3_who_dare,誰,N3,LIFE,スイ,だれ,who,15,basic,-3,2,,
n3_breath_iki,息,N3,LIFE,ソク,いき,breath,10,basic,-3,2,,
n3_lose_ushinau,失,N3,MAGIC,シツ,うしな(う),lose,5,basic,-3,2,,
n3_old_man_oi,老,N3,CHRONO,ロウ,お(い),old man,6,basic|time,-3,3,,
n3_good_yoi,良,N3,MAGIC,リョウ,よ(い),good,7,basic,-3,3,,
n3_show_shimesu,示,N3,MAGIC,ジ,しめ(す),show,5,basic,-3,3,,
n3_nickname_gou,号,N3,MAGIC,ゴウ,-,nickname,5,basic,-3,3,,
n3_post_shoku,職,N3,MAGIC,ショク,-,post,18,basic,-3,3,,
n3_king_ou,王,N3,MAGIC,オウ,-,king,4,basic,-2,1,,
n3_discriminating_shiki,識,N3,MAGIC,シキ,-,discriminating,19,basic,-2,1,,
n3_guard_kei,警,N3,MAGIC,ケイ,-,guard,19,basic,-2,1,,
n3_tenderness_yasashii,優,N3,MAGIC,ユウ,やさ(しい),tenderness,17,basic,-2,1,,
n3_throw_nageru,投,N3,MAGIC,トウ,な(げる),throw,7,basic,-2,1,,
n3_bureau_kyoku,局,N3,MAGIC,キョク,-,bureau,7,basic,-2,2,,
n3_difficult_muzukashii,難,N3,MAGIC,ナン,むずか(しい),difficult,18,basic,-2,2,,
n3_species_tane,種,N3,MAGIC,シュ,たね,species,14,basic,-2,2,,
n3_wish_nen,念,N3,MAGIC,ネン,-,wish,8,basic,-2,2,,
n3_draw_near_yoru,寄,N3,MAGIC,キ,よ(る),draw near,11,basic,-2,2,,
n3_make_a_deal_akinau,商,N3,MAGIC,ショウ,あきな(う),make a deal,11,basic,-2,3,,
n3_harm_gai,害,N3,MAGIC,ガイ,-,harm,10,basic,-2,3,,
n3_trust_tanomu,頼,N3,MAGIC,ライ,たの(む),trust,16,basic,-2,3,,
n3_sideways_yoko,横,N3,MAGIC,オウ,よこ,sideways,15,basic,-2,3,,
n3_increase_masu,増,N3,MAGIC,ゾウ,ま(す),increase,14,basic,-2,3,,
n3_distinction_sasu,差,N3,MAGIC,サ,さ(す),distinction,10,basic,-1,1,,
n3_suffering_kurushii,苦,N3,MAGIC,ク,くる(しい),suffering,8,basic,-1,1,,
n3_income_osameru,収,N3,MAGIC,シュウ,おさ(める),income,4,basic,-1,1,,
n3_grade_dan,段,N3,MAGIC,ダン,-,grade,9,basic,-1,1,,
n3_i_ore,俺,N3,LIFE,-,おれ,I,10,basic,-1,1,,
n3_transit_wataru,渡,N3,MAGIC,ト,わた(る),transit,12,basic,-1,2,,
n3_give_ataeru,与,N3,MAGIC,ヨ,あた(える),give,3,basic,-1,2,,
n3_performance_en,演,N3,MAGIC,エン,-,performance,14,basic,-1,2,,
n3_equip_sonaeru,備,N3,MAGIC,ビ,そな(える),equip,12,basic,-1,2,,
n3_have_the_honor_to_mousu,申,N3,MAGIC,シン,もう(す),have the honor to,5,basic,-1,2,,
n3_example_tatoeru,例,N3,MAGIC,レイ,たと(える),example,8,basic,-1,3,,
n3_work_hataraku,働,N3,MAGIC,ドウ,はたら(く),work,13,basic,-1,3,,
n3_scenery_kei,景,N3,NATURE,ケイ,-,scenery,12,basic|nature,-1,3,,
n3_slip_out_nuku,抜,N3,MAGIC,バツ,ぬ(く),slip out,7,basic,-1,3,,
n3_distant_tooi,遠,N3,MAGIC,エン,とお(い),distant,13,basic,-1,3,,
n3_discontinue_taeru,絶,N3,MAGIC,ゼツ,た(える),discontinue,12,basic,0,1,,
n3_defeat_makeru,負,N3,MAGIC,フ,ま(ける),defeat,9,basic,0,1,,
n3_blessing_fuku,福,N3,MAGIC,フク,-,blessing,13,basic,0,1,,
n3_ball_tama,球,N3,MAGIC,キュウ,たま,ball,11,basic,0,1,,
n3_sake_sake,酒,N3,AQUA,シュ,さけ,sake,10,basic|nature,0,1,,
n3_old_boy_kimi,君,N3,LIFE,クン,きみ,old boy,7,basic,0,2,,
n3_guess_sassuru,察,N3,MAGIC,サツ,さっ(する),guess,14,basic,0,2,,
n3_ambition_nozomu,望,N3,MAGIC,ボウ,のぞ(む),ambition,11,basic,0,2,,
n3_marriage_kon,婚,N3,MAGIC,コン,-,marriage,11,basic,0,2,,
n3_simple_tan,単,N3,MAGIC,タン,-,simple,9,basic,0,2,,
n3_push_osu,押,N3,MAGIC,オウ,お(す),push,8,basic,0,3,,
n3_proportion_waru,割,N3,MAGIC,カツ,わ(る),proportion,12,basic,0,3,,
n3_limit_kagiru,限,N3,MAGIC,ゲン,かぎ(る),limit,9,basic,0,3,,
n3_return_modoru,戻,N3,MAGIC,レイ,もど(る),return,7,basic,0,3,,
n3_department_ka,科,N3,MAGIC,カ,-,department,9,basic,0,3,,
n3_request_motomeru,求,N3,MAGIC,キュウ,もと(める),request,7,basic,1,1,,
n3_discuss_dan,談,N3,MAGIC,ダン,-,discuss,15,basic,1,1,,
n3_descend_oriru,降,N3,MAGIC,コウ,お(りる),descend,10,basic,1,1,,
n3_wife_tsuma,妻,N3,LIFE,サイ,つま,wife,8,basic,1,1,,
n3_mount_oka,岡,N3,METAL,コウ,おか,mount,8,basic|nature,1,1,,
n3_heat_atsui,熱,N3,FIRE,ネツ,あつ(い),heat,15,basic|nature,1,2,,
n3_floating_uku,浮,N3,MAGIC,フ,う(く),floating,10,basic,1,2,,
n3_etc_hitoshii,等,N3,MAGIC,トウ,ひと(しい),etc.,12,basic,1,2,,
n3_end_sue,末,N3,CHRONO,マツ,すえ,end,5,basic|time,1,2,,
n3_happiness_saiwai,幸,N3,MAGIC,コウ,さいわ(い),happiness,8,basic,1,2,,
n3_grass_kusa,草,N3,NATURE,ソウ,くさ,grass,9,basic|nature,1,3,,
n3_surpass_kosu,越,N3,MAGIC,エツ,こ(す),surpass,12,basic,1,3,,
n3_ascend_noboru,登,N3,MAGIC,トウ,のぼ(る),ascend,12,basic,1,3,,
n3_sort_tagui,類,N3,MAGIC,ルイ,たぐ(い),sort,18,basic,1,3,,
n3_un_imada,未,N3,MAGIC,ミ,いま(だ),un-,5,basic,1,3,,
n3_standard_ki,規,N3,MAGIC,キ,-,standard,11,basic,2,1,,
n3_refined_sei,精,N3,MAGIC,セイ,-,refined,14,basic,2,1,,
n3_embrace_daku,抱,N3,MAGIC,ホウ,だ(く),embrace,8,basic,2,1,,
n3_labor_rou,労,N3,MAGIC,ロウ,-,labor,7,basic,2,1,,
n3_dispose_sho,処,N3,MAGIC,ショ,-,dispose,5,basic,2,1,,
n3_retreat_shirizoku,退,N3,MAGIC,タイ,しりぞ(く),retreat,9,basic,2,2,,
n3_expense_tsuiyasu,費,N3,MAGIC,ヒ,つい(やす),expense,12,basic,2,2,,
n3_un_arazu,非,N3,MAGIC,ヒ,あら(ず),un-,8,basic,2,2,,
n3_rejoice_yorokobu,喜,N3,MAGIC,キ,よろこ(ぶ),rejoice,12,basic,2,2,,
n3_daughter_musume,娘,N3,LIFE,ジョウ,むすめ,daughter,10,basic,2,2,,
n3_escape_nigeru,逃,N3,MAGIC,トウ,に(げる),escape,9,basic,2,3,,
n3_grope_sagasu,探,N3,MAGIC,タン,さが(す),grope,11,basic,2,3,,
n3_crime_okasu,犯,N3,MAGIC,ハン,おか(す),crime,5,basic,2,3,,
n3_medicine_kusuri,薬,N3,NATURE,ヤク,くすり,medicine,16,basic|nature,2,3,,
n3_park_sono,園,N3,NATURE,エン,その,park,13,basic|nature,2,3,,
n3_doubt_utagau,疑,N3,MAGIC,ギ,うたが(う),doubt,14,basic,3,1,,
n3_cord_o,緒,N3,MAGIC,ショ,お,cord,14,basic,3,1,,
n3_quiet_shizuka,静,N3,MAGIC,セイ,しず(か),quiet,14,basic,3,1,,
n3_tool_gu,具,N3,MAGIC,グ,-,tool,8,basic,3,1,,
n3_seat_seki,席,N3,MAGIC,セキ,-,seat,10,basic,3,1,,
n3_quick_hayai,速,N3,CHRONO,ソク,はや(い),quick,10,basic|time,3,2,,
n3_dance_mau,舞,N3,MAGIC,ブ,ま(う),dance,15,basic,3,2,,
n3_inn_yado,宿,N3,MAGIC,シュク,やど,inn,11,basic,3,2,,
n3_extent_hodo,程,N3,MAGIC,テイ,ほど,extent,12,basic,3,2,,
n3_overthrow_taoreru,倒,N3,MAGIC,トウ,たお(れる),overthrow,10,basic,3,2,,
n3_lie_down_neru,寝,N3,MAGIC,シン,ね(る),lie down,13,basic,3,3,,
n3_home_taku,宅,N3,MAGIC,タク,-,home,6,basic,3,3,,
n3_picture_e,絵,N3,MAGIC,カイ,え,picture,12,basic,3,3,,
n3_rend_yaburu,破,N3,MAGIC,ハ,やぶ(る),rend,10,basic,3,3,,
n3_courtyard_niwa,庭,N3,NATURE,テイ,にわ,courtyard,10,basic|nature,3,3,,
n3_lady_fu,婦,N3,LIFE,フ,-,lady,11,basic,4,1,,
n3_too_much_amaru,余,N3,MAGIC,ヨ,あま(る),too much,7,basic,4,1,,
n3_visit_otozureru,訪,N3,MAGIC,ホウ,おとず(れる),visit,11,basic,4,1,,
n3_cool_tsumetai,冷,N3,AQUA,レイ,つめ(たい),cool,7,basic|nature,4,1,,
n3_livelihood_kurasu,暮,N3,MAGIC,ボ,くら(す),livelihood,14,basic,4,1,,
n3_abdomen_hara,腹,N3,LIFE,フク,はら,abdomen,13,basic,4,2,,
n3_dangerous_abunai,危,N3,MAGIC,キ,あぶ(ない),dangerous,6,basic,4,2,,
n3_permit_yurusu,許,N3,MAGIC,キョ,ゆる(す),permit,11,basic,4,2,,
n3_becoming_niru,似,N3,MAGIC,ジ,に(る),becoming,7,basic,4,2,,
n3_precipitous_kewashii,険,N3,MAGIC,ケン,けわ(しい),precipitous,11,basic,4,2,,
n3_property_zai,財,N3,MAGIC,ザイ,-,property,10,basic,4,3,,
n3_play_asobu,遊,N3,MAGIC,ユウ,あそ(ぶ),play,12,basic,4,3,,
n3_miscellaneous_zatsu,雑,N3,MAGIC,ザツ,-,miscellaneous,14,basic,4,3,,
n3_fear_osoreru,恐,N3,MAGIC,キョウ,おそ(れる),fear,10,basic,4,3,,
n3_price_ne,値,N3,MAGIC,チ,ね,price,10,basic,4,3,,
n3_darkness_kurai,暗,N3,LIGHT,アン,くら(い),darkness,13,basic|time,5,1,,
n3_volume_tsumu,積,N3,MAGIC,セキ,つ(む),volume,16,basic,5,1,,
n3_dream_yume,夢,N3,MAGIC,ム,ゆめ,dream,13,basic,5,1,,
n3_pain_itai,痛,N3,MAGIC,ツウ,いた(い),pain,12,basic,5,1,,
n3_wealth_tomi,富,N3,METAL,フ,とみ,wealth,12,basic|wealth,5,1,,
n3_engrave_kizamu,刻,N3,MAGIC,コク,きざ(む),engrave,8,basic,5,2,,
n3_chirp_naku,鳴,N3,MAGIC,メイ,な(く),chirp,14,basic,5,2,,
n3_longing_hoshii,欲,N3,MAGIC,ヨク,ほ(しい),longing,11,basic,5,2,,
n3_route_to,途,N3,MAGIC,ト,-,route,10,basic,5,2,,
n3_bend_magaru,曲,N3,MAGIC,キョク,ま(がる),bend,6,basic,5,2,,
n3_ear_mimi,耳,N3,LIFE,ジ,みみ,ear,6,basic,5,3,,
n3_perfect_kan,完,N3,MAGIC,カン,-,perfect,7,basic,5,3,,
n3_petition_negau,願,N3,MAGIC,ガン,ねが(う),petition,19,basic,5,3,,
n3_guilt_tsumi,罪,N3,MAGIC,ザイ,つみ,guilt,13,basic,5,3,,
n3_sunshine_you,陽,N3,LIGHT,ヨウ,-,sunshine,12,basic|time,5,3,,
n3_deceased_naku,亡,N3,LIFE,ボウ,な(く),deceased,3,basic,6,1,,
n3_scatter_chiru,散,N3,MAGIC,サン,ち(る),scatter,12,basic,6,1,,
n3_hang_kakeru,掛,N3,MAGIC,カイ,か(ける),hang,11,basic,6,1,,
n3_yesterday_saku,昨,N3,CHRONO,サク,-,yesterday,9,basic|time,6,1,,
n3_angry_okoru,怒,N3,MAGIC,ド,おこ(る),angry,9,basic,6,1,,
n3_detain_tomeru,留,N3,MAGIC,リュウ,と(める),detain,10,basic,6,2,,
n3_salute_rei,礼,N3,MAGIC,レイ,-,salute,5,basic,6,2,,
n3_file_retsu,列,N3,MAGIC,レツ,-,file,6,basic,6,2,,
n3_snow_yuki,雪,N3,AQUA,セツ,ゆき,snow,11,basic|nature,6,2,,
n3_pay_harau,払,N3,MAGIC,フツ,はら(う),pay,5,basic,6,2,,
n3_salary_kyuu,給,N3,MAGIC,キュウ,-,salary,12,basic,6,3,,
n3_failure_yabureru,敗,N3,MAGIC,ハイ,やぶ(れる),failure,11,basic,6,3,,
n3_catch_toru,捕,N3,MAGIC,ホ,と(る),catch,10,basic,6,3,,
n3_forget_wasureru,忘,N3,MAGIC,ボウ,わす(れる),forget,7,basic,6,3,,
n3_clear_up_hareru,晴,N3,LIGHT,セイ,は(れる),clear up,12,basic|time,6,3,,
n3_cause_yoru,因,N3,MAGIC,イン,よ(る),cause,6,basic,7,1,,
n3_fold_oru,折,N3,MAGIC,セツ,お(る),fold,7,basic,7,1,,
n3_welcome_mukaeru,迎,N3,MAGIC,ゲイ,むか(える),welcome,7,basic,7,1,,
n3_grieve_kanashii,悲,N3,MAGIC,ヒ,かな(しい),grieve,12,basic,7,1,,
n3_harbor_minato,港,N3,AQUA,コウ,みなと,harbor,12,basic|nature,7,1,,
n3_blame_semeru,責,N3,MAGIC,セキ,せ(める),blame,11,basic,7,2,,
n3_exclude_nozoku,除,N3,MAGIC,ジョ,のぞ(く),exclude,10,basic,7,2,,
n3_quandary_komaru,困,N3,MAGIC,コン,こま(る),quandary,7,basic,7,2,,
n3_closed_tojiru,閉,N3,MAGIC,ヘイ,と(じる),closed,11,basic,7,2,,
n3_suck_suu,吸,N3,MAGIC,キュウ,す(う),suck,6,basic,7,2,,
n3_hair_kami,髪,N3,LIFE,ハツ,かみ,hair,14,basic,7,3,,
n3_bundle_taba,束,N3,MAGIC,ソク,たば,bundle,7,basic,7,3,,
n3_sleep_nemuru,眠,N3,MAGIC,ミン,ねむ(る),sleep,10,basic,7,3,,
n3_easy_yasui,易,N3,MAGIC,エキ,やす(い),easy,8,basic,7,3,,
n3_window_mado,窓,N3,MAGIC,ソウ,まど,window,11,basic,7,3,,
n3_ancestor_so,祖,N3,MAGIC,ソ,-,ancestor,9,basic,8,1,,
n3_diligence_tsutomeru,勤,N3,MAGIC,キン,つと(める),diligence,12,basic,8,1,,
n3_once_mukashi,昔,N3,CHRONO,セキ,むかし,once,8,basic|time,8,1,,
n3_convenience_tayori,便,N3,MAGIC,ベン,たよ(り),convenience,9,basic,8,1,,
n3_suitable_kanau,適,N3,MAGIC,テキ,かな(う),suitable,14,basic,8,1,,
n3_blow_fuku,吹,N3,MAGIC,スイ,ふ(く),blow,7,basic,8,2,,
n3_climate_sourou,候,N3,CHRONO,コウ,そうろ(う),climate,10,basic|time,8,2,,
n3_dreadful_kowai,怖,N3,MAGIC,フ,こわ(い),dreadful,8,basic,8,2,,
n3_resign_yameru,辞,N3,MAGIC,ジ,や(める),resign,13,basic,8,2,,
n3_negate_ina,否,N3,MAGIC,ヒ,いな,negate,7,basic,8,2,,
n3_slow_okureru,遅,N3,CHRONO,チ,おく(れる),slow,12,basic|time,8,3,,
n3_smoke_kemuri,煙,N3,FIRE,エン,けむり,smoke,13,basic|nature,8,3,,
n3_junior_ada,徒,N3,MAGIC,ト,あだ,junior,10,basic,8,3,,
n3_lack_kakeru,欠,N3,MAGIC,ケツ,か(ける),lack,4,basic,8,3,,
